sid,source
299,"#include<iostream>
#include<malloc.h>
using namespace std;

struct node
{
	int data;
	struct node *next;	
};

int main()
{

	struct node *head,*p,*q;

	//init node
	head=(struct node *)malloc(sizeof(struct node));
	head->data=1;
	head->next=head;
	q=head;

	int i;
	int n,m;
	cin>>n>>m;
	
	for(i=2;i<=n;i++)
	{
		p=(struct node *)malloc(sizeof(struct node));
		p->data=i;
		q->next=p;
		p->next=head;
		q=p;
	}

	q=head;

	int nodesLeft=n;
	do
	{
		i=1;
		while(i<m)
		{
			p=q;
			i++;
			q=q->next;
		}
		cout<<q->data<<"" "";
		nodesLeft--;
		p->next=q->next;//delete node
		free(q);
		q=p->next;
	}while(nodesLeft!=0);
	return 0;
}
"
300,"#include<iostream>
#include<malloc.h>
using namespace std;
struct node{
	int data;
	struct node *next;
};
int main(){
	struct node *head,*p,*q;
	int n,m,i,left;
	cin>>n>>m;
	head=(struct node *)malloc(sizeof(struct node));
	head->data =1;
	head->next=head;
	q=head;
	for(i=2; i<=n; i++){
		p=(struct node *)malloc(sizeof(struct node));
		p->data=i;
		q->next=p;
		p->next=head;
		q=p;
	}
	q=head;
	left=n;
	do{
		i=1;
		while(i<m){
			p=q;
			i++;
			q=q->next;
		}
		cout<<q->data<<"" "";
		left--;
		p->next=q->next;
		free(q);
		q=p->next;
	}while(left!=0);
	cout<<endl;
	return 0;
}"
301,"#include<stdio.h>
#include<malloc.h>
#include<iostream>
using namespace std;
struct node
{
	int data;
	struct node *next;
};
int main()
{
	int n,m;
	while(scanf(""%d%d"",&n,&m)!=EOF)
	{
		int i,a[100],j=0,k;
		k=n;
		struct node *head,*p,*q;
		head=(struct node*)malloc(sizeof(struct node));
		head->data=1;
		head->next=head;
		q=head;
		for(i=2;i<=n;i++)
		{
			p=(struct node*)malloc(sizeof(struct node));
			p->data=i;
			q->next=p;
			p->next=head;
			q=p;
		}
		q=head;
		do
		{
			i=1;
			while(i<m)
			{
				p=q;
				i++;
				q=q->next;
			}
			cout<<q->data<<"""";
			k--;
			p->next=q->next;
			free(q);
			q=p->next;
		}while(k!=0);
	}
	return 0;
}"
302,"#include<stdio.h>
#include<stdlib.h>
int aLoop[200];
int main()
{
	int n,m,i,sum;
	while(scanf(""%d%d"",&n,&m)!=EOF)
	{
		sum=0;
		for(i=0;i<n;i++)
		aLoop[i]=i+1;
		int nPtr=0;	
		for(i=0;i<n;i++)
		{
			int count=0;
			while(count<m)
			{
				while(aLoop[nPtr]==0)
				{
					nPtr=(nPtr+1)%n;
				}
				count++;
				nPtr=(nPtr+1)%n;
			}
			nPtr--;
			if(nPtr<0)
			nPtr=n-1;
			sum++;
			if(sum<n)
			printf(""%d "",aLoop[nPtr]);
			else
			printf(""%d\n"",aLoop[nPtr]);
			aLoop[nPtr]=0;
			
		}	
	}
	return 0;
}"
303,"#include<stdio.h>
#include<math.h>
int main()
{

	int i,n,m;
	while(scanf(""%d"",&n)!=EOF){
	   m=sqrt(n);
	   for(i=2;i<=m;i++)
		    if(n%i==0) break;
	    if(i>m)
		    printf(""yes\n"");
	    else
		    printf(""no\n"");
	}
	
	return 0;
}	
"
304,"#include<iostream>
#include<stdio.h>
#include<malloc.h>
using namespace std;

struct node
{
	int data;
	struct node *next;	
};

int main()
{
	
	int i;
	int n,m;
	while(scanf(""%d%d"",&n,&m)!=EOF){
		
		struct node *head,*p,*q;
		
		//init node
		head=(struct node *)malloc(sizeof(struct node));
		head->data=1;
		head->next=head;
		q=head;
		
		for(i=2;i<=n;i++)
		{
			p=(struct node *)malloc(sizeof(struct node));
			p->data=i;
			q->next=p;
			p->next=head;
			q=p;
		}
		
		q=head;
		
		int nodesLeft=n;
		do
		{
			i=1;
			while(i<m)
			{
				p=q;
				i++;
				q=q->next;
			}
			cout<<q->data<<"" "";
			nodesLeft--;
			p->next=q->next;//delete node
			free(q);
			q=p->next;
		}while(nodesLeft!=0);
		cout<<endl;
	}
	return 0;
}
"
305,"#include<stdio.h> 
int n,a[10];  
long count=0 ; 
void perm(int k) 
{ 
    int j,p,t ; 
    if(k==n) 
    { 
        count++; 
        for(p=1;p<=n;p++)printf(""%1d"",a[p]); 
        printf("" ""); 
        printf(""\n""); 
        return ; 
         
    } 
    for(j=k;j<=n;j++) 
    { 
        t=a[k]; 
        a[k]=a[j]; 
        a[j]=t ; 
        perm(k+1); 
        t=a[k]; 
        a[k]=a[j]; 
        a[j]=t ; 
    } 
} 
main() 
{ 
    int i ;  
    scanf(""%d"",&n); 
    for(i=1;i<=n;i++)a[i]=i ; 
    perm(1); 
} "
306,"#include<stdio.h>
#include<malloc.h>
#include<iostream>
using namespace std;
struct node
{
	int data;
	struct node *next;
};
int main()
{
	int n,m;
	while(scanf(""%d%d"",&n,&m)!=EOF)
	{
		int i,a[100],j=0,k;
		k=n;
		struct node *head,*p,*q;
		head=(struct node*)malloc(sizeof(struct node));
		head->data=1;
		head->next=head;
		q=head;
		for(i=2;i<=n;i++)
		{
			p=(struct node*)malloc(sizeof(struct node));
			p->data=i;
			q->next=p;
			p->next=head;
			q=p;
		}
		q=head;
		do
		{
			i=1;
			while(i<m)
			{
				p=q;
				i++;
				q=q->next;
			}
			cout<<q->data<<"" "";
			k--;
			p->next=q->next;
			free(q);
			q=p->next;
		}while(k!=0);
	}
	return 0;
}
				
                "
307,"#include<stdio.h>
#include<malloc.h>
#include<iostream>
using namespace std;
struct node
{
	int data;
	struct node *next;
};
int main()
{
	int n,m;
	while(scanf(""%d%d"",&n,&m)!=EOF)
	{
		int i,a[100],j=0,k;
		k=n;
		struct node *head,*p,*q;
		head=(struct node*)malloc(sizeof(struct node));
		head->data=1;
		head->next=head;
		q=head;
		for(i=2;i<=n;i++)
		{
			p=(struct node*)malloc(sizeof(struct node));
			p->data=i;
			q->next=p;
			p->next=head;
			q=p;
		}
		q=head;
		do
		{
			i=1;
			while(i<m)
			{
				p=q;
				i++;
				q=q->next;
			}
			if(k-1==0)
				cout<<q->data<<endl;
			else
				cout<<q->data<<"" "";
			k--;
			p->next=q->next;
			free(q);
			q=p->next;
		}while(k!=0);
	}
	return 0;
}
			"
308,"#include<stdio.h>
#include<math.h>
int main()
{
  int i,n,m;
  while(scanf(""%d"",&n)!=EOF){
	 m=sqrt(n);
	 for(i=2;i<=m;i++)
		  if(n%i==0) break;
	 if(i>m)
		  printf(""Yes\n"");
	 else
		  printf(""No\n"");
	}
	
	return 0;
}	
"
309,"#include<stdio.h>
#include<string.h>
void panduan(char a[]){
	int b[15];
	b[0]=int(a[0]-'0');
	b[2]=int(a[2]-'0');
	b[3]=int(a[3]-'0');
	b[4]=int(a[4]-'0');
	b[6]=int(a[6]-'0');
	b[7]=int(a[7]-'0');
	b[8]=int(a[8]-'0');
	b[9]=int(a[9]-'0');
	b[10]=int(a[10]-'0');
	b[12]=int(a[12]-'0');
	int t;
	t=b[0]+b[2]*2+b[3]*3+b[4]*4+b[6]*5+b[7]*6+b[8]*7+b[9]*8+b[10]*9;
	int m;
	m=t%11;
	if(m==b[12])
		printf(""Right\n"");
	else{
		a[12]=char(m+'0');
		puts(a);
	}
}
int main(){
	char a[15];
	char m[5];
	int n;
	scanf(""%d"",&n);
	int i;
	gets(m);
	for(i=0;i<n;i++)
	{
	
	gets(a);
	panduan(a);}
	return 0;
}"
310,"#include<stdio.h>
#include<math.h>
struct node
{
	int data;
	struct node *next;
};
int main()
{
	int n,m,i,left;
	struct node *head,*p,*q;
	while(scanf(""%d %d"",&n,&m)!=EOF)
	{
       head=(struct node*)malloc(sizeof(struct node));
       head->data=1;
       head->next=head;
       p=head;
       for(i=2;i<=n;i++)
       {
          q=(struct node*)malloc(sizeof(struct node));
          q->data=i;
          p->next=q;
          q->next=head;
          p=q;
       }
       q=head;
       left=n;
       do
       {
             i=1;
             while(i<m)
             {
                       p=q;
                       i++;
                       q=q->next;
             }
             left--;
             if(left!=0)
             printf(""%d "",q->data);
             else
             printf(""%d\n"",q->data);
             
             p->next=q->next;
             free(q);
             q=p->next;
       }while(left!=0); 
    }
	return 0;
}"
311,"#include<iostream>
#include<cstdio>
using namespace std;
int main()
{
	int m,n,tmp;
	while(scanf(""%d%d"",&m,&n)!=EOF)
	{
		int i,j;
		for(i=1;i<=m;i++)
			for(j=1;j<=n;j++)
			{
				cin>>tmp;
				if(tmp==1&&i==m&&j==n) printf(""(%d,%d)\n"",i,j);
				else if(tmp==1)	 printf(""(%d,%d)>"",i,j);
			} 
	}
	
	return 0;
}"
312,"#include<iostream>
#include<malloc.h>
using namespace std;
struct node{
	int data;
	struct node *next;
};
int main(){
	struct node *head,*p,*q;
	int n,m,i,left;
	cin>>n>>m;
	head=(struct node *)malloc(sizeof(struct node));
	head->data =1;
	head->next=head;
	q=head;
	for(i=2; i<=n; i++){
		p=(struct node *)malloc(sizeof(struct node));
		p->data=i;
		q->next=p;
		p->next=head;
		q=p;
	}
	q=head;
	left=n;
	do{
		i=1;
		while(i<m){
			p=q;
			i++;
			q=q->next;
		}
		cout<<q->data<<"" "";
		left--;
		p->next=q->next;
		free(q);
		q=p->next;
	}while(left!=0);
	return 0;
}"
313,"#include<iostream>
#include<malloc.h>
using namespace std;
typedef struct LNode {
   int data;
   LNode *next;
}LNode,*List;
int main()
{
   List head,p,q;  //q起到游标的作用
   int n,m,i;
   head=(List)malloc(sizeof(LNode));
   cin>>m>>n;
   head->data=1;
   head->next=head;
   q=head;
   for(i=2;i<=n;i++){
      p=(List)malloc(sizeof(LNode));
	  p->data=i;
	  q->next=p;
	  p->next=head;
	  q=p;
   } //循环链表创建
   q=head;
   int sum=n;
   int M;
   do{
	   M=m;
	   while(M--){
	     q=q->next;
	   }
	   cout<<q->next->data<<"" "";
	   q->next=q->next->next;
	   free(q->next);
	   sum--;
	   q=q->next;
   }while(sum!=0);
   
   return 0;
}"
314,"#include<iostream>
#include<malloc.h>
using namespace std;
struct node{
	int data;
	struct node *next;
};
int main(){
	struct node *head,*p,*q;
	int n,m,i,left;
	cin>>n>>m;
	head=(struct node *)malloc(sizeof(struct node));
	head->data =1;
	head->next=head;
	q=head;
	for(i=2; i<=n; i++){
		p=(struct node *)malloc(sizeof(struct node));
		p->data=i;
		q->next=p;
		p->next=head;
		q=p;
	}
	q=head;
	left=n;
	do{
		i=1;
		while(i<m){
			p=q;
			i++;
			q=q->next;
		}
		cout<<q->data<<"" "";
		left--;
		p->next=q->next;
		free(q);
		q=p->next;
	}while(left!=0);
	cout<<endl;
	return 0;
}"
315,"#include<stdio.h>
int main()
{
	int i,s,n;
	while(scanf(""%d"",&n)!=EOF)
	{ 
		i=1;
		s=1;
		do{
            
		     s=s*i;
		     i++;
		  	}while(i<=n); 
		printf(""%d\n"",s);
	}
	return 0;
}
   "
316,"#include<stdio.h>
#include<string.h>
void panduan(char a[]){
	int b[15];
	b[0]=int(a[0]-'0');
	b[2]=int(a[2]-'0');
	b[3]=int(a[3]-'0');
	b[4]=int(a[4]-'0');
	b[6]=int(a[6]-'0');
	b[7]=int(a[7]-'0');
	b[8]=int(a[8]-'0');
	b[9]=int(a[9]-'0');
	b[10]=int(a[10]-'0');
	b[12]=int(a[12]-'0');
	int t;
	t=b[0]+b[2]*2+b[3]*3+b[4]*4+b[6]*5+b[7]*6+b[8]*7+b[9]*8+b[10]*9;
	int m;
	m=t%11;
	if(m==b[12])
		printf(""Right\n"");
	else{
		a[12]=char(m+'0');
		puts(a);
	}
}
int main(){
	char a[15];
	int n;
	scanf(""%d"",&n);
	int i;
	getchar();
	for(i=0;i<n;i++)
	{
	gets(a);
	panduan(a);}
	return 0;
}"
317,"#include<iostream>
using namespace std;
int ab(int n);
int main()
{
	int k,n;
	while(cin>>n)
	{
		k=ab(n);
		cout<<k<<endl;;
	}
	return 0;
}
int ab(int n)
{
	int k;
	if(n==0||n==1)
	{
		return 1;
	}
	else
		return ab(n-1)+ab(n-2);
}"
318,"/*n的全排列*/
#include<stdio.h>
int n=0;
void swap(int *a,int *b)
{
	int m;
	m=*a;
	*a=*b;
	*b=m;
}
void perm(int list[],int k,int m)
{
	int i;
	if(k>m)//当前位置k超出边界，则输出
	{
		for(i=0;i<=m;i++)
			printf(""%d"",list[i]);
		printf(""\n"");
	}
	else
	{
		for(i=k;i<=m;i++)
		{
			swap(&list[k],&list[i]);
			perm(list,k+1,m);
			swap(&list[k],&list[i]);
		}
	}
}
int main()
{
	int n,i,a[11];
	scanf(""%d"",&n);
	for(i=0;i<n;i++)
		a[i]=i+1;
	perm(a,0,n-1);
	return 0;
}"
319,"#include<stdio.h>
#include<string.h>
void panduan(char a[]){
	int b[15];
	int m;
	int t;
	b[0]=int(a[0]-'0');
	b[2]=int(a[2]-'0');
	b[3]=int(a[3]-'0');
	b[4]=int(a[4]-'0');
	b[6]=int(a[6]-'0');
	b[7]=int(a[7]-'0');
	b[8]=int(a[8]-'0');
	b[9]=int(a[9]-'0');
	b[10]=int(a[10]-'0');
	b[12]=int(a[12]-'0');

	t=b[0]+b[2]*2+b[3]*3+b[4]*4+b[6]*5+b[7]*6+b[8]*7+b[9]*8+b[10]*9;
	
	m=t%11;
	if(m==b[12])
		printf(""Right\n"");
	else{
		a[12]=char(m+'0');
		puts(a);
	}
}
int main(){
	char a[15];
	int n;	
	int i;
	scanf(""%d"",&n);
	getchar();
	for(i=0;i<n;i++)
	{
	gets(a);
	panduan(a);}
	return 0;
}"
320,"#include<stdio.h>
int digui(int x)
{
	if(x==1)
		return 1;
	else if(x==2)
		return 2;
	else return digui(x-1)+digui(x-2);
}
int main()
{
	int n;
	while(scanf(""%d"",&n)!=EOF)
	{
		int i=digui(n);
		printf(""%d\n"",i);
	}
	return 0;
}
"
321,"#include<stdio.h>
int digui(int x)
{
	if(x==1)
		return 1;
	else if(x==2)
		return 2;
	else return digui(x-1)+digui(x-2);
}
int main()
{
	int n;
	while(scanf(""%d"",&n)!=EOF)
	{
		int i=digui(n);
		printf(""%d\n"",i);
	}
	return 0;
}
"
322,"#include <iostream>

using namespace std;

int tes(int num)
{
	if(num<2) return 1;
	else if(num==2) return 2;
	else return tes(num-2)+tes(num-1);
}
int main()
{
	int n;
	while(cin>>n)
	{
		cout<<tes(n)<<endl;
	}
	return 0;
}"
323,"#include<stdio.h>
#include<string.h>
void panduan(char a[]){
	int b[15];
	int m;
	int t;
	b[0]=(int)(a[0]-'0');
	b[2]=(int)(a[2]-'0');
	b[3]=(int)(a[3]-'0');
	b[4]=(int)(a[4]-'0');
	b[6]=(int)(a[6]-'0');
	b[7]=(int)(a[7]-'0');
	b[8]=(int)(a[8]-'0');
	b[9]=(int)(a[9]-'0');
	b[10]=(int)(a[10]-'0');
	b[12]=(int)(a[12]-'0');

	t=b[0]+b[2]*2+b[3]*3+b[4]*4+b[6]*5+b[7]*6+b[8]*7+b[9]*8+b[10]*9;
	
	m=t%11;
	if(m==b[12])
		printf(""Right\n"");
	else{
		a[12]=(char)(m+'0');
		puts(a);
	}
}
int main(){
	char a[15];
	int n;	
	int i;
	scanf(""%d"",&n);
	getchar();
	for(i=0;i<n;i++)
	{
	gets(a);
	panduan(a);}
	return 0;
}"
324,"#include<stdio.h>
#include<string.h>

void action(char a[])
{
  int t;
  t = (int)(a[0]-'0')+2*(int)(a[2]-'0')+3*(int)(a[3]-'0')+4*(int)(a[4]-'0')+5*(int)(a[6]-'0')+6*(int)(a[7]-'0')+7*(int)(a[8]-'0')+8*(int)(a[9]-'0')+9*(int)(a[10]-'0');
  t = t%11;
  if(t == (int)(a[12]-'0'))
	  printf(""Right\n"");
  else
  {
	  a[12] = (char)t+'0';
	  puts(a);
  }	  
}
 
int main()
{
   int n,i;
   char IS[14];
   scanf(""%d"",&n);
   gets(IS);
   for(i = 0; i<n; i++)
   { 
     gets(IS);
     action(IS);
   }
   return 0;
}"
325,"#include<iostream>
int p(int n);
using namespace std;
void main()
{
	int n,time=0;
	while(cin>>n)
	{
	if(n==6174)
		cout<<""0""<<endl;
	if(n!=6174)
	{
		while(n!=6174)
		{
		n=p(n);
		time++;
		}
		cout<<time<<endl;
	}
	}
}
int p(int n)
{
	bool flag;
	int s[4],i,j,t;
	for(i=0;i<4;i++)
	{
	s[i]=n%10;
	n=n/10;
	}
	for(i=0;i<4;i++)
	{
		flag=false;
		for(j=0;j<3-i;j++)
		{
			if(s[j]>s[j+1])
			{
				t=s[j];
				s[j]=s[j+1];
				s[j+1]=t;
				flag=true;
			}
		}
		if(!flag)break;
	}
	int e=(s[3]*1000+s[2]*100+s[1]*10+s[0])-(s[0]*1000+s[1]*100+s[2]*10+s[3]);
	return e;
}

"
326,"#include<iostream>
int p(int n);
using namespace std;
void main()
{
	int n,time=0;
	while(cin>>n)
	{
	if(n==6174)
		cout<<""0""<<endl;
	if(n!=6174)
	{
		while(n!=6174)
		{
		n=p(n);
		time++;
		}
		cout<<time<<endl;
	}
	}
}
int p(int n)
{
	bool flag;
	int s[4],i,j,t;
	for(i=0;i<4;i++)
	{
	s[i]=n%10;
	n=n/10;
	}
	for(i=0;i<4;i++)
	{
		flag=false;
		for(j=0;j<3-i;j++)
		{
			if(s[j]>s[j+1])
			{
				t=s[j];
				s[j]=s[j+1];
				s[j+1]=t;
				flag=true;
			}
		}
		if(!flag)break;
	}
	int e=(s[3]*1000+s[2]*100+s[1]*10+s[0])-(s[0]*1000+s[1]*100+s[2]*10+s[3]);
	return e;
}

"
327,"#include<stdio.h>
int main()
{ 
	int a[100][100],i,j,n;
	scanf(""%d"",&n);
	for(i=0;i<n;i++)
		for(j=0;j<n;j++)
			scanf(""%d"",&a[i][j]);
		for(i=0;i<n;i++){
			for(j=0;j<n;j++)
			{
				if(j==n-1)
					printf(""%d\n"",a[j][i]);
				else
				    printf(""%d "",a[j][i]);
			}
		}
		return 0;
}"
328,"#include<stdio.h> 
int n,a[10]; 

long count=0 ; 
 
void perm(int k) 
{ 
    int j,p,t ; 
    if(k==n) 
    { 
        count++; 
        for(p=1;p<=n;p++)
			printf(""%1d"",a[p]); 
		printf(""\n"");
        return ; 
         
    } 
    for(j=k;j<=n;j++) 
    { 
        t=a[k]; 
        a[k]=a[j]; 
        a[j]=t ; 
        perm(k+1); 
        t=a[k]; 
        a[k]=a[j]; 
        a[j]=t ; 
    } 
} 
main() 
{ 
    int i ; 
    scanf(""%d"",&n); 
    for(i=1;i<=n;i++)
		a[i]=i ; 
    perm(1); 
} "
329,"#include <iostream>

using namespace std;

int main()
{
	int i,j,t;
	char s[1000],temp;
	cin>>t;
	getchar();
	while(t--)
	{
		gets(s);
		j = strlen(s);
		for(i = 0;i<j/2;i++)
		{
			temp = s[i];
			s[i] = s[j-i-1];
			s[j-i-1] = temp;
		}
		cout<<s<<endl;
	}
	return 0;
}"
330,"#include <iostream>

using namespace std;

int main()
{
	int i,j,t;
	char s[1000],temp;
	cin>>t;
	getchar();
	while(t--)
	{
		gets_s(s);
		j = strlen(s);
		for(i = 0;i<j/2;i++)
		{
			temp = s[i];
			s[i] = s[j-i-1];
			s[j-i-1] = temp;
		}
		cout<<s<<endl;
	}
	return 0;
}"
331,"#include<iostream>
using namespace std;
int main()
{
  int n,i;
//  int a=0,b=0,c=0,d=0,e=0,f=0,g=0,h=0,i=0,j=0;
 cin>>n;
	int	s=0;
for(i=1;i<=n;i++)
{
s=s+i;
}
cout<<s<<endl;
	return 0;
}
"
332,"#include <iostream>

using namespace std;

int main()
{
	int i,j,t;
	char s[1000],temp;
	cin>>t;
	//getchar();
	while(t--)
	{
		gets(s);
		j = strlen(s);
		for(i = 0;i<j/2;i++)
		{
			temp = s[i];
			s[i] = s[j-i-1];
			s[j-i-1] = temp;
		}
		cout<<s<<endl;
	}
	return 0;
}"
333,"#include<stdio.h>
int main()
{
	int n,m,i,j,a[100][100],count=0;
	while(scanf(""%d%d"",&n,&m)!=EOF)
	{
		for(i=1;i<=n;i++)
		for(j=1;j<=m;j++)
		scanf(""%d"",&a[i][j]);
		count=0;
		for(i=1;i<=n;i++)
	{
		for(j=1;j<=m;j++)
		{
			if(a[i][j])
			{
			count++;
			if(count==n+m-1)
			printf(""(%d,%d)\n"",i,j);
			else
			printf(""(%d,%d)>"",i,j);
	    	}
		}
	}
   }
   return 0;
}"
334,"#include<iostream>
using namespace std;
int per[100]={0};
int main()
{
	int i,j=0;
	int tot,index;
	int death=0;
	while(cin>>tot>>index)
	{
		death=0;
		j=0;
	for(i=1;i<=tot;i++)
		per[i]=1;
	for(i=1;i<=(tot+1);i++)
	{
		if(i==tot+1)
			i=1;
		if(per[i])
			j++;
		if(j==index)
		{
             death++;
			if(death==tot)
			{
				cout<<i<<endl;
				break;
			}
			else
			{
			cout<<i<<"" "";
			j=0;
			per[i]=0;
			}
		}
	}
	}


}"
335,"#include<iostream>
#include<stdio.h>
using namespace std;
struct node
{
	int row,col;
	struct node *next;
};
int main()
{
	struct node *head,*p,*q;
	int n,m,i,j,x;
	while(scanf(""%d%d"",&n,&m)!=EOF)
	{
		head=new struct node;
		head->row=1;
		head->col=1;
		head->next=NULL;
		p=head;
		for(i=1;i<=n;i++)
			for(j=1;j<=m;j++)
			{
				cin>>x;
				if(x==1 && i+j!=2)
				{
					q=new struct node;
					q->row=i;
					q->col=j;
					q->next=NULL;
					p->next=q;
					p=q;
				}
			}
		p=head;
		while(p)
		{
			cout<<'<'<<p->row<<','<<p->col<<'>';
			p=p->next;
		}
	}
	return 0;
}"
336,"#include<stdio.h> 
int n,a[10]; 

long count=0 ; 
 
void perm(int k) 
{ 
    int j,p,t ; 
    if(k==n) 
    { 
        count++; 
        for(p=1;p<=n;p++)
			printf(""%1d"",a[p]); 
		printf(""\n\n"");
        return ; 
         
    } 
    for(j=k;j<=n;j++) 
    { 
        t=a[k]; 
        a[k]=a[j]; 
        a[j]=t ; 
        perm(k+1); 
        t=a[k]; 
        a[k]=a[j]; 
        a[j]=t ; 
    } 
} 
main() 
{ 
    int i ; 
    scanf(""%d"",&n); 
    for(i=1;i<=n;i++)
		a[i]=i ; 
    perm(1); 
} 
"
337,"#include <iostream>

using namespace std;

int main()
{
	int i,j,t;
	char s[1000],temp;
	cin>>t;
	getchar();
	while(t--)
	{
		//gets(s);
		cin.getline(s,1000);
		j = strlen(s);
		for(i = 0;i<j/2;i++)
		{
			temp = s[i];
			s[i] = s[j-i-1];
			s[j-i-1] = temp;
		}
		cout<<s<<endl;
	}
	return 0;
}"
338,"#include<iostream>
using namespace std;
int main()
{
  int a,d,n;
//  int a=0,b=0,c=0,d=0,e=0,f=0,g=0,h=0,i=0,j=0;
 cin>>a>>d>>n;
cout<<n*a+(n*(n-1))*d/2<<endl;
	return 0;
}
"
339,"#include <iostream>

using namespace std;

int tes(int num)
{
	if(num<2) return 1;
	else if(num==2) return 2;
	else return tes(num-2)+tes(num-1);
}
int main()
{
	int n;
	while(cin>>n)
	{
		cout<<tes(n)<<endl;
	}
	return 0;
}"
340,"#include<iostream>
using namespace std;
struct node
{
	int row,col;
	struct node *next;
};
int main()
{
	struct node *head,*p,*q;
	int n,m,i,j,x;
	cin>>n>>m;
	head=new struct node;
	head->row=1;
	head->col=1;
	head->next=NULL;
	p=head;
       for(i=1;i<=n;i++)
	for(j=1;j<=m;j++)
	{
		cin>>x;
		if((x==1)&&(i+j!=2))
		{
			q=new struct node;
			q->row=i;
			q->col=j;
			q->next=NULL;
			p->next=q;
			p=q;
		}
	}
       p=head;
       while(p)
       {
	cout<<'<'<<p->row<<','<<p->col<<'>';
	p=p->next;
       }
       return 0;	
}"
341,"#include<iostream>
using namespace std;
int main()
{
  int a,b;
//  int a=0,b=0,c=0,d=0,e=0,f=0,g=0,h=0,i=0,j=0;
 cin>>a>>b;
cout<<a/b<<ends<<a%b<<endl;
	return 0;
}
"
342,"#include<stdio.h>
#include<string.h>
int main(){
	int n,j,k;
	char name[150][50];
	char temp[50];
	scanf(""%d"",&n);
	for(j=0;j<n;j++){
		scanf(""%s"",name[j]);
	}
	for(j=0;j<n;j++)
       for(k=j+1;k<n;k++){
			if(strcmp(name[j],name[k])>0){
				strcpy(temp,name[j]);
				strcpy(name[j],name[k]);
				strcpy(name[k],temp);  
                }
	   }
	for(j=0;j<n;j++)
		if(name[j]!=""China""){
			printf(""%s\n"",name[j]);  
			}
	printf(""China\n"");  
return 0;
}"
343,"#include<iostream>
using namespace std;
struct node
{
	int row,col;
	struct node *next;
};
int main()
{
	struct node *head,*p,*q;
	int n,m,i,j,x;
	cin>>n>>m;
	head=new struct node;
	head->row=1;
	head->col=1;
	head->next=NULL;
	p=head;
       for(i=1;i<=n;i++)
	for(j=1;j<=m;j++)
	{
		cin>>x;
		if((x==1)&&(i+j!=2))
		{
			q=new struct node;
			q->row=i;
			q->col=j;
			q->next=NULL;
			p->next=q;
			p=q;
		}
	}
       p=head;
       while(p)
       {
	cout<<'<'<<p->row<<','<<p->col<<'>';
	p=p->next;
       }
       return 0;	
}
"
344,"#include<iostream>
using namespace std;
int main()
{
  int a,b;
//  int a=0,b=0,c=0,d=0,e=0,f=0,g=0,h=0,i=0,j=0;
 cin>>a>>b;
cout<<a/b<<ends<<a%b<<endl;
	return 0;
}
"
345,"#include<iostream>
using namespace std;
int main()
{
  int a,b;
//  int a=0,b=0,c=0,d=0,e=0,f=0,g=0,h=0,i=0,j=0;
 while(cin>>a>>b)
 {cout<<a/b<<ends<<a%b<<endl;}
	return 0;
}
"
